17:49:22 10/26/21.49.2021,834 urllib3.connectionpool DEBUG Starting new HTTPS connection (1): api.telegram.org:443
17:54:27 10/26/21.54.2021,738 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
17:54:27 10/26/21.54.2021,745 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:27 10/26/21.54.2021,893 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
17:54:27 10/26/21.54.2021,902 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:28 10/26/21.54.2021,39 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "PUT /api/user/updateById/617815978013ce16ec5ee0ac HTTP/1.1" 200 None
17:54:28 10/26/21.54.2021,46 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:28 10/26/21.54.2021,177 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
17:54:28 10/26/21.54.2021,185 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:28 10/26/21.54.2021,334 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "PUT /api/user/updateById/617815978013ce16ec5ee0ac HTTP/1.1" 200 None
17:54:28 10/26/21.54.2021,342 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:28 10/26/21.54.2021,469 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
17:54:28 10/26/21.54.2021,482 urllib3.connectionpool DEBUG Starting new HTTPS connection (1): api.telegram.org:443
17:54:28 10/26/21.54.2021,787 urllib3.connectionpool DEBUG https://api.telegram.org:443 "POST /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/editMessageText?text=%D0%9E%D0%B1%D0%B5%D1%80%D0%B8+%D0%B1%D0%B0%D0%B6%D0%B0%D0%BD%D1%96+%D1%81%D1%82%D0%B0%D0%BD%D1%86%D1%96%D1%97+%D0%BC%D0%B5%D1%82%D1%80%D0%BE&chat_id=412306507&message_id=1819 HTTP/1.1" 200 408
17:54:28 10/26/21.54.2021,905 urllib3.connectionpool DEBUG https://api.telegram.org:443 "POST /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/editMessageReplyMarkup?chat_id=412306507&message_id=1819&reply_markup=%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cu0413%5Cu0456%5Cu0434%5Cu0440%5Cu043e%5Cu043f%5Cu0430%5Cu0440%5Cu043a+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0413%5Cu0438%5Cu0434%5Cu0440%5Cu043e%5Cu043f%5Cu0430%5Cu0440%5Cu043a%22%7D%2C+%7B%22text%22%3A+%22%5Cu041b%5Cu0456%5Cu0432%5Cu043e%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0436%5Cu043d%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041b%5Cu0435%5Cu0432%5Cu043e%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0436%5Cu043d%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu044f+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu044f%22%7D%2C+%7B%22text%22%3A+%22%5Cu0427%5Cu0435%5Cu0440%5Cu043d%5Cu0456%5Cu0433%5Cu0456%5Cu0432%5Cu0441%5Cu044c%5Cu043a%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0427%5Cu0435%5Cu0440%5Cu043d%5Cu0438%5Cu0433%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0411%5Cu0435%5Cu0440%5Cu0435%5Cu0441%5Cu0442%5Cu0435%5Cu0439%5Cu0441%5Cu044c%5Cu043a%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0411%5Cu0435%5Cu0440%5Cu0435%5Cu0441%5Cu0442%5Cu0435%5Cu0439%5Cu0441%5Cu043a%5Cu0430%5Cu044f%22%7D%2C+%7B%22text%22%3A+%22%5Cu0428%5Cu0443%5Cu043b%5Cu044f%5Cu0432%5Cu043a%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0428%5Cu0443%5Cu043b%5Cu044f%5Cu0432%5Cu043a%5Cu0430%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu043e%5Cu043b%5Cu0456%5Cu0442%5Cu0435%5Cu0445%5Cu043d%5Cu0456%5Cu0447%5Cu043d%5Cu0438%5Cu0439+%5Cu0456%5Cu043d%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0443%5Cu0442+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041f%5Cu043e%5Cu043b%5Cu0438%5Cu0442%5Cu0435%5Cu0445%5Cu043d%5Cu0438%5Cu0447%5Cu0435%5Cu0441%5Cu043a%5Cu0438%5Cu0439+%5Cu0438%5Cu043d%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0443%5Cu0442%22%7D%2C+%7B%22text%22%3A+%22%5Cu0412%5Cu043e%5Cu043a%5Cu0437%5Cu0430%5Cu043b%5Cu044c%5Cu043d%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0412%5Cu043e%5Cu043a%5Cu0437%5Cu0430%5Cu043b%5Cu044c%5Cu043d%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0413%5Cu0435%5Cu0440%5Cu043e%5Cu0457%5Cu0432+%5Cu0414%5Cu043d%5Cu0456%5Cu043f%5Cu0440%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0413%5Cu0435%5Cu0440%5Cu043e%5Cu0435%5Cu0432+%5Cu0414%5Cu043d%5Cu0435%5Cu043f%5Cu0440%5Cu0430%22%7D%2C+%7B%22text%22%3A+%22%5Cu041c%5Cu0456%5Cu043d%5Cu0441%5Cu044c%5Cu043a%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041c%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu044c+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu044c%22%7D%2C+%7B%22text%22%3A+%22%5Cu041f%5Cu0435%5Cu0442%5Cu0440%5Cu043e%5Cu0432%5Cu043a%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041f%5Cu0435%5Cu0442%5Cu0440%5Cu043e%5Cu0432%5Cu043a%5Cu0430%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0422%5Cu0430%5Cu0440%5Cu0430%5Cu0441%5Cu0430+%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0422%5Cu0430%5Cu0440%5Cu0430%5Cu0441%5Cu0430+%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu0430%22%7D%2C+%7B%22text%22%3A+%22%5Cu041a%5Cu043e%5Cu043d%5Cu0442%5Cu0440%5Cu0430%5Cu043a%5Cu0442%5Cu043e%5Cu0432%5Cu0430+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041a%5Cu043e%5Cu043d%5Cu0442%5Cu0440%5Cu0430%5Cu043a%5Cu0442%5Cu043e%5Cu0432%5Cu0430%5Cu044f+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430%5Cu0434%5Cu044c%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu043e%5Cu0448%5Cu0442%5Cu043e%5Cu0432%5Cu0430+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041f%5Cu043e%5Cu0447%5Cu0442%5Cu043e%5Cu0432%5Cu0430%5Cu044f+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430%5Cu0434%5Cu044c%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu0440%5Cu043e%5Cu043f%5Cu0443%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0438%22%2C+%22callback_data%22%3A+%22metro%3Acontinue%22%7D%2C+%7B%22text%22%3A+%22%5Cu0417%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0433%5Cu0442%5Cu0438+%5Cud83d%5Cudcbe%22%2C+%22callback_data%22%3A+%22metro%3Asave%22%7D%5D%5D%7D HTTP/1.1" 200 3458
17:54:29 10/26/21.54.2021,965 schedule DEBUG Running job Job(interval=10, unit=seconds, do=send_message_from_server, args=(), kwargs={})
17:54:29 10/26/21.54.2021,972 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:30 10/26/21.54.2021,109 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/apartments/json HTTP/1.1" 200 None
17:54:30 10/26/21.54.2021,207 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606716&timeout=20 HTTP/1.1" 200 3742
17:54:30 10/26/21.54.2021,221 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:30 10/26/21.54.2021,358 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
17:54:30 10/26/21.54.2021,502 urllib3.connectionpool DEBUG https://api.telegram.org:443 "POST /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/editMessageReplyMarkup?chat_id=412306507&message_id=1819&reply_markup=%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cu0413%5Cu0456%5Cu0434%5Cu0440%5Cu043e%5Cu043f%5Cu0430%5Cu0440%5Cu043a+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0413%5Cu0438%5Cu0434%5Cu0440%5Cu043e%5Cu043f%5Cu0430%5Cu0440%5Cu043a%22%7D%2C+%7B%22text%22%3A+%22%5Cu041b%5Cu0456%5Cu0432%5Cu043e%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0436%5Cu043d%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041b%5Cu0435%5Cu0432%5Cu043e%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0436%5Cu043d%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu044f+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu044f%22%7D%2C+%7B%22text%22%3A+%22%5Cu0427%5Cu0435%5Cu0440%5Cu043d%5Cu0456%5Cu0433%5Cu0456%5Cu0432%5Cu0441%5Cu044c%5Cu043a%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0427%5Cu0435%5Cu0440%5Cu043d%5Cu0438%5Cu0433%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0411%5Cu0435%5Cu0440%5Cu0435%5Cu0441%5Cu0442%5Cu0435%5Cu0439%5Cu0441%5Cu044c%5Cu043a%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0411%5Cu0435%5Cu0440%5Cu0435%5Cu0441%5Cu0442%5Cu0435%5Cu0439%5Cu0441%5Cu043a%5Cu0430%5Cu044f%22%7D%2C+%7B%22text%22%3A+%22%5Cu0428%5Cu0443%5Cu043b%5Cu044f%5Cu0432%5Cu043a%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0428%5Cu0443%5Cu043b%5Cu044f%5Cu0432%5Cu043a%5Cu0430%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu043e%5Cu043b%5Cu0456%5Cu0442%5Cu0435%5Cu0445%5Cu043d%5Cu0456%5Cu0447%5Cu043d%5Cu0438%5Cu0439+%5Cu0456%5Cu043d%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0443%5Cu0442+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041f%5Cu043e%5Cu043b%5Cu0438%5Cu0442%5Cu0435%5Cu0445%5Cu043d%5Cu0438%5Cu0447%5Cu0435%5Cu0441%5Cu043a%5Cu0438%5Cu0439+%5Cu0438%5Cu043d%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0443%5Cu0442%22%7D%2C+%7B%22text%22%3A+%22%5Cu0412%5Cu043e%5Cu043a%5Cu0437%5Cu0430%5Cu043b%5Cu044c%5Cu043d%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0412%5Cu043e%5Cu043a%5Cu0437%5Cu0430%5Cu043b%5Cu044c%5Cu043d%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0413%5Cu0435%5Cu0440%5Cu043e%5Cu0457%5Cu0432+%5Cu0414%5Cu043d%5Cu0456%5Cu043f%5Cu0440%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0413%5Cu0435%5Cu0440%5Cu043e%5Cu0435%5Cu0432+%5Cu0414%5Cu043d%5Cu0435%5Cu043f%5Cu0440%5Cu0430%22%7D%2C+%7B%22text%22%3A+%22%5Cu041c%5Cu0456%5Cu043d%5Cu0441%5Cu044c%5Cu043a%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041c%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu2705+%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu044c+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu044c%22%7D%2C+%7B%22text%22%3A+%22%5Cu041f%5Cu0435%5Cu0442%5Cu0440%5Cu043e%5Cu0432%5Cu043a%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041f%5Cu0435%5Cu0442%5Cu0440%5Cu043e%5Cu0432%5Cu043a%5Cu0430%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0422%5Cu0430%5Cu0440%5Cu0430%5Cu0441%5Cu0430+%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0422%5Cu0430%5Cu0440%5Cu0430%5Cu0441%5Cu0430+%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu0430%22%7D%2C+%7B%22text%22%3A+%22%5Cu041a%5Cu043e%5Cu043d%5Cu0442%5Cu0440%5Cu0430%5Cu043a%5Cu0442%5Cu043e%5Cu0432%5Cu0430+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041a%5Cu043e%5Cu043d%5Cu0442%5Cu0440%5Cu0430%5Cu043a%5Cu0442%5Cu043e%5Cu0432%5Cu0430%5Cu044f+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430%5Cu0434%5Cu044c%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu043e%5Cu0448%5Cu0442%5Cu043e%5Cu0432%5Cu0430+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041f%5Cu043e%5Cu0447%5Cu0442%5Cu043e%5Cu0432%5Cu0430%5Cu044f+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430%5Cu0434%5Cu044c%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu0440%5Cu043e%5Cu043f%5Cu0443%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0438%22%2C+%22callback_data%22%3A+%22metro%3Acontinue%22%7D%2C+%7B%22text%22%3A+%22%5Cu0417%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0433%5Cu0442%5Cu0438+%5Cud83d%5Cudcbe%22%2C+%22callback_data%22%3A+%22metro%3Asave%22%7D%5D%5D%7D HTTP/1.1" 200 3465
17:54:30 10/26/21.54.2021,528 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606717&timeout=20 HTTP/1.1" 200 3749
17:54:30 10/26/21.54.2021,546 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:30 10/26/21.54.2021,677 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
17:54:30 10/26/21.54.2021,856 urllib3.connectionpool DEBUG https://api.telegram.org:443 "POST /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/editMessageReplyMarkup?chat_id=412306507&message_id=1819&reply_markup=%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22%5Cu0413%5Cu0456%5Cu0434%5Cu0440%5Cu043e%5Cu043f%5Cu0430%5Cu0440%5Cu043a+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0413%5Cu0438%5Cu0434%5Cu0440%5Cu043e%5Cu043f%5Cu0430%5Cu0440%5Cu043a%22%7D%2C+%7B%22text%22%3A+%22%5Cu041b%5Cu0456%5Cu0432%5Cu043e%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0436%5Cu043d%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041b%5Cu0435%5Cu0432%5Cu043e%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0436%5Cu043d%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu044f+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0414%5Cu0430%5Cu0440%5Cu043d%5Cu0438%5Cu0446%5Cu044f%22%7D%2C+%7B%22text%22%3A+%22%5Cu0427%5Cu0435%5Cu0440%5Cu043d%5Cu0456%5Cu0433%5Cu0456%5Cu0432%5Cu0441%5Cu044c%5Cu043a%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0427%5Cu0435%5Cu0440%5Cu043d%5Cu0438%5Cu0433%5Cu043e%5Cu0432%5Cu0441%5Cu043a%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0411%5Cu0435%5Cu0440%5Cu0435%5Cu0441%5Cu0442%5Cu0435%5Cu0439%5Cu0441%5Cu044c%5Cu043a%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0411%5Cu0435%5Cu0440%5Cu0435%5Cu0441%5Cu0442%5Cu0435%5Cu0439%5Cu0441%5Cu043a%5Cu0430%5Cu044f%22%7D%2C+%7B%22text%22%3A+%22%5Cu0428%5Cu0443%5Cu043b%5Cu044f%5Cu0432%5Cu043a%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0428%5Cu0443%5Cu043b%5Cu044f%5Cu0432%5Cu043a%5Cu0430%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu043e%5Cu043b%5Cu0456%5Cu0442%5Cu0435%5Cu0445%5Cu043d%5Cu0456%5Cu0447%5Cu043d%5Cu0438%5Cu0439+%5Cu0456%5Cu043d%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0443%5Cu0442+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041f%5Cu043e%5Cu043b%5Cu0438%5Cu0442%5Cu0435%5Cu0445%5Cu043d%5Cu0438%5Cu0447%5Cu0435%5Cu0441%5Cu043a%5Cu0438%5Cu0439+%5Cu0438%5Cu043d%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0443%5Cu0442%22%7D%2C+%7B%22text%22%3A+%22%5Cu0412%5Cu043e%5Cu043a%5Cu0437%5Cu0430%5Cu043b%5Cu044c%5Cu043d%5Cu0430+%5Cud83d%5Cudd34%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0412%5Cu043e%5Cu043a%5Cu0437%5Cu0430%5Cu043b%5Cu044c%5Cu043d%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0413%5Cu0435%5Cu0440%5Cu043e%5Cu0457%5Cu0432+%5Cu0414%5Cu043d%5Cu0456%5Cu043f%5Cu0440%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0413%5Cu0435%5Cu0440%5Cu043e%5Cu0435%5Cu0432+%5Cu0414%5Cu043d%5Cu0435%5Cu043f%5Cu0440%5Cu0430%22%7D%2C+%7B%22text%22%3A+%22%5Cu2705+%5Cu041c%5Cu0456%5Cu043d%5Cu0441%5Cu044c%5Cu043a%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041c%5Cu0438%5Cu043d%5Cu0441%5Cu043a%5Cu0430%5Cu044f%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu2705+%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu044c+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041e%5Cu0431%5Cu043e%5Cu043b%5Cu043e%5Cu043d%5Cu044c%22%7D%2C+%7B%22text%22%3A+%22%5Cu041f%5Cu0435%5Cu0442%5Cu0440%5Cu043e%5Cu0432%5Cu043a%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041f%5Cu0435%5Cu0442%5Cu0440%5Cu043e%5Cu0432%5Cu043a%5Cu0430%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu0422%5Cu0430%5Cu0440%5Cu0430%5Cu0441%5Cu0430+%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu0422%5Cu0430%5Cu0440%5Cu0430%5Cu0441%5Cu0430+%5Cu0428%5Cu0435%5Cu0432%5Cu0447%5Cu0435%5Cu043d%5Cu043a%5Cu0430%22%7D%2C+%7B%22text%22%3A+%22%5Cu041a%5Cu043e%5Cu043d%5Cu0442%5Cu0440%5Cu0430%5Cu043a%5Cu0442%5Cu043e%5Cu0432%5Cu0430+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041a%5Cu043e%5Cu043d%5Cu0442%5Cu0440%5Cu0430%5Cu043a%5Cu0442%5Cu043e%5Cu0432%5Cu0430%5Cu044f+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430%5Cu0434%5Cu044c%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu043e%5Cu0448%5Cu0442%5Cu043e%5Cu0432%5Cu0430+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430+%5Cud83d%5Cudd35%22%2C+%22callback_data%22%3A+%22metro%3A%5Cu041f%5Cu043e%5Cu0447%5Cu0442%5Cu043e%5Cu0432%5Cu0430%5Cu044f+%5Cu043f%5Cu043b%5Cu043e%5Cu0449%5Cu0430%5Cu0434%5Cu044c%22%7D%5D%2C+%5B%7B%22text%22%3A+%22%5Cu041f%5Cu0440%5Cu043e%5Cu043f%5Cu0443%5Cu0441%5Cu0442%5Cu0438%5Cu0442%5Cu0438%22%2C+%22callback_data%22%3A+%22metro%3Acontinue%22%7D%2C+%7B%22text%22%3A+%22%5Cu0417%5Cu0431%5Cu0435%5Cu0440%5Cu0435%5Cu0433%5Cu0442%5Cu0438+%5Cud83d%5Cudcbe%22%2C+%22callback_data%22%3A+%22metro%3Asave%22%7D%5D%5D%7D HTTP/1.1" 200 3472
17:54:31 10/26/21.54.2021,610 urllib3.connectionpool DEBUG https://api.telegram.org:443 "GET /bot2041636212:AAHFm0lcYU2lyvvTEVJ0UxbaPaDpKomykqU/getUpdates?offset=673606718&timeout=20 HTTP/1.1" 200 3853
17:54:31 10/26/21.54.2021,626 urllib3.connectionpool DEBUG Starting new HTTP connection (1): 95.217.184.62:8080
17:54:31 10/26/21.54.2021,792 urllib3.connectionpool DEBUG http://95.217.184.62:8080 "GET /api/user/412306507 HTTP/1.1" 200 None
